Chunk,GT
Charge: * * * (-1% unknown); smartd has fork()ed into background mode. New PID=1788.; smartd startup succeeded; SELinux: Disabled at runtime.; SELinux: Unregistering netfilter hooks,<start>SELinux: Disabled at runtime.</end>
Out of Memory: Killed process 10646 (httpd).; Out of Memory: Killed process 7273 (httpd).; Out of Memory: Killed process 10666 (httpd).; Out of Memory: Killed process 10667 (httpd).; Out of Memory: Killed process 10094 (httpd).,<start>Out of Memory: Killed process 10646 (httpd).</end>
Out of Memory: Killed process 25438 (httpd).; Out of Memory: Killed process 25439 (httpd).; Out of Memory: Killed process 25444 (httpd).; Out of Memory: Killed process 25452 (httpd).; Out of Memory: Killed process 25453 (httpd).,<start>Out of Memory: Killed process 25438 (httpd).</end>
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.86.92.242 user=root; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.86.92.242 user=root; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.86.92.242 user=root; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.86.92.242 user=root; getpeername (ftpd): Transport endpoint is not connected,<start>authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.86.92.242 user=root; getpeername (ftpd): Transport endpoint is not connected</end>
Out of Memory: Killed process 25161 (httpd).; Out of Memory: Killed process 25162 (httpd).; Out of Memory: Killed process 25134 (mysqld).; Out of Memory: Killed process 25163 (httpd).; Out of Memory: Killed process 25164 (httpd).,<start>Out of Memory: Killed process 25161 (httpd).</end>
Out of Memory: Killed process 6418 (httpd).; Out of Memory: Killed process 6419 (httpd).; Out of Memory: Killed process 6420 (httpd).; Out of Memory: Killed process 6421 (httpd).; Out of Memory: Killed process 6422 (httpd).,<start>Out of Memory: Killed process 6418 (httpd).</end>
Out of Memory: Killed process 2042 (httpd).; Out of Memory: Killed process 2043 (httpd).; Out of Memory: Killed process 2046 (httpd).; Out of Memory: Killed process 1101 (sendmail).; Out of Memory: Killed process 2054 (python).,<start>Out of Memory: Killed process 2042 (httpd).</end>
check pass; user unknown; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=mailman.ywso.com user=test; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=mailman.ywso.com user=test; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=mailman.ywso.com user=test; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=mailman.ywso.com user=test,<start>authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=mailman.ywso.com user=test</end>
Out of Memory: Killed process 25556 (httpd).; Out of Memory: Killed process 25557 (httpd).; Out of Memory: Killed process 25558 (httpd).; Out of Memory: Killed process 25559 (httpd).; Out of Memory: Killed process 25560 (httpd).,<start>Out of Memory: Killed process 25556 (httpd).</end>
"ide0: BM-DMA at 0xffa0-0xffa7, BIOS settings: hda:DMA, hdb:pio; ide1: BM-DMA at 0xffa8-0xffaf, BIOS settings: hdc:DMA, hdd:pio; Using cfq io scheduler; Mounting other filesystems: succeeded; ide0 at 0x1f0-0x1f7,0x3f6 on irq 14",<start>normal</end>
connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005; connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005; connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005; connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005; connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,<start>normal</end>
creating device node '/udev/vcsa4'; creating device node '/udev/vcsa3'; creating device node '/udev/vcs5'; creating device node '/udev/vcs2'; creating device node '/udev/vcs6',<start>normal</end>
connection from 84.57.172.16 (dslb-084-057-172-016.pools.arcor-ip.net) at Sat Nov 5 06:44:56 2005; connection from 84.57.172.16 (dslb-084-057-172-016.pools.arcor-ip.net) at Sat Nov 5 06:44:56 2005; connection from 84.57.172.16 (dslb-084-057-172-016.pools.arcor-ip.net) at Sat Nov 5 06:44:57 2005; connection from 84.57.172.16 (dslb-084-057-172-016.pools.arcor-ip.net) at Sat Nov 5 06:45:03 2005; connection from 84.57.172.16 (dslb-084-057-172-016.pools.arcor-ip.net) at Sat Nov 5 06:45:06 2005,<start>normal</end>
Out of Memory: Killed process 4364 (httpd).; Out of Memory: Killed process 4365 (httpd).; Out of Memory: Killed process 4370 (httpd).; Out of Memory: Killed process 4376 (httpd).; Out of Memory: Killed process 4377 (httpd).,<start>Out of Memory: Killed process 4364 (httpd).</end>
Out of Memory: Killed process 7493 (httpd).; Out of Memory: Killed process 7494 (httpd).; Out of Memory: Killed process 7495 (httpd).; Out of Memory: Killed process 7505 (httpd).; Out of Memory: Killed process 7506 (httpd).,<start>Out of Memory: Killed process 7493 (httpd).</end>
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.20.75.139 user=root; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.20.75.139 user=root; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.20.75.139 user=root; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.20.75.139 user=root; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.20.75.139 user=root,<start>authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.20.75.139 user=root</end>
[<0212c71b>] filemap_nopage+0x119/0x26d; [<021361c7>] do_no_page+0xa1/0x235; [<0213647b>] handle_mm_fault+0x71/0xe2; [<02114537>] do_page_fault+0x12f/0x446; [<02115ed2>] __wake_up_common+0x2f/0x50,<start>normal</end>
connection from 148.223.155.2 () at Sun Feb 26 17:21:22 2006; connection from 148.223.155.2 () at Sun Feb 26 17:21:22 2006; connection from 148.223.155.2 () at Sun Feb 26 17:21:22 2006; connection from 148.223.155.2 () at Sun Feb 26 17:21:22 2006; connection from 148.223.155.2 () at Sun Feb 26 17:21:22 2006,<start>normal</end>
connection from 83.214.87.61 () at Wed Jan 18 12:42:02 2006; connection from 83.214.87.61 () at Wed Jan 18 12:42:02 2006; connection from 83.214.87.61 () at Wed Jan 18 12:42:02 2006; connection from 83.214.87.61 () at Wed Jan 18 12:42:02 2006; connection from 83.214.87.61 () at Wed Jan 18 12:42:02 2006,<start>normal</end>
Out of Memory: Killed process 1590 (python).; Out of Memory: Killed process 1594 (httpd).; Out of Memory: Killed process 1619 (python).; Out of Memory: Killed process 1622 (httpd).; Out of Memory: Killed process 1633 (python).,<start>Out of Memory: Killed process 1590 (python).</end>
Out of Memory: Killed process 29141 (httpd).; Out of Memory: Killed process 29142 (httpd).; Out of Memory: Killed process 29143 (httpd).; Out of Memory: Killed process 29144 (httpd).; Out of Memory: Killed process 29149 (httpd).,<start>Out of Memory: Killed process 29141 (httpd).</end>
Out of Memory: Killed process 7773 (httpd).; Out of Memory: Killed process 7850 (httpd).; Out of Memory: Killed process 7878 (httpd).; Out of Memory: Killed process 7898 (httpd).; Out of Memory: Killed process 7899 (httpd).,<start>Out of Memory: Killed process 7773 (httpd).</end>
"[<0213f1ba>] rw_vm+0x1ce/0x1ea; [<0213f423>] put_user_size+0x29/0x2d; [<0211fc74>] sys_rt_sigprocmask+0x87/0x9a; [<02114408>] do_page_fault+0x0/0x446; sendmail: page allocation failure. order:0, mode:0x50","<start>sendmail: page allocation failure. order:0, mode:0x50</end>"
connection from 84.184.55.118 (p54B83776.dip0.t-ipconnect.de) at Sun Nov 13 06:17:47 2005; connection from 84.184.55.118 (p54B83776.dip0.t-ipconnect.de) at Sun Nov 13 06:17:47 2005; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=host112118.metrored.net.mx user=test; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=host112118.metrored.net.mx user=test; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=host112118.metrored.net.mx user=test,<start>authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=host112118.metrored.net.mx user=test</end>
audit(1138278093.540:118407): syscall=4 exit=11 a0=0 a1=81f6f20 a2=b a3=b items=0 pid=513 loginuid=-1 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0; audit(1138278093.880:123407): avc: denied { write } for pid=513 exe=/usr/X11R6/bin/Xorg name=00.0 dev= ino=-268435176 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:proc_t tclass=file; audit(1138278093.880:123407): syscall=5 exit=6 a0=fee652b0 a1=2 a2=0 a3=0 items=1 pid=513 loginuid=-1 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0; Starting hpoj: succeeded; audit(1138278093.880:123407): item=0 name=/proc/bus/pci/00/00.0 inode=4026532120 dev=00:00,<start>audit(1138278093.880:123407): avc: denied { write } for pid=513 exe=/usr/X11R6/bin/Xorg name=00.0 dev= ino=-268435176 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:proc_t tclass=file</end>
Out of Memory: Killed process 25177 (httpd).; Out of Memory: Killed process 25178 (httpd).; Out of Memory: Killed process 25179 (httpd).; Out of Memory: Killed process 25180 (httpd).; Out of Memory: Killed process 25181 (httpd).,<start>Out of Memory: Killed process 25177 (httpd).</end>
connection from 84.129.123.224 (p54817BE0.dip.t-dialin.net) at Wed Jan 11 01:40:55 2006; connection from 84.129.123.224 (p54817BE0.dip.t-dialin.net) at Wed Jan 11 01:40:55 2006; connection from 84.129.123.224 (p54817BE0.dip.t-dialin.net) at Wed Jan 11 01:40:55 2006; connection from 84.129.123.224 (p54817BE0.dip.t-dialin.net) at Wed Jan 11 01:40:55 2006; connection from 84.129.123.224 (p54817BE0.dip.t-dialin.net) at Wed Jan 11 01:40:55 2006,<start>normal</end>
Out of Memory: Killed process 25744 (httpd).; Out of Memory: Killed process 25745 (httpd).; Out of Memory: Killed process 25764 (httpd).; Out of Memory: Killed process 25765 (httpd).; Out of Memory: Killed process 25766 (httpd).,<start>Out of Memory: Killed process 25744 (httpd).</end>
Out of Memory: Killed process 12305 (python).; Out of Memory: Killed process 12321 (python).; Out of Memory: Killed process 12332 (python).; Out of Memory: Killed process 12092 (sendmail).; session opened for user cyrus by (uid=0),<start>Out of Memory: Killed process 12305 (python).</end>
Out of Memory: Killed process 14477 (httpd).; Out of Memory: Killed process 14509 (python).; Out of Memory: Killed process 14529 (python).; Out of Memory: Killed process 14543 (python).; Out of Memory: Killed process 14556 (python).,<start>Out of Memory: Killed process 14477 (httpd).</end>
Out of Memory: Killed process 30629 (httpd).; Out of Memory: Killed process 30630 (httpd).; Out of Memory: Killed process 30631 (httpd).; Out of Memory: Killed process 30632 (httpd).; Out of Memory: Killed process 30633 (httpd).,<start>Out of Memory: Killed process 30629 (httpd).</end>
Out of Memory: Killed process 25231 (httpd).; Out of Memory: Killed process 25232 (httpd).; Out of Memory: Killed process 25233 (httpd).; Out of Memory: Killed process 25234 (httpd).; Out of Memory: Killed process 25245 (httpd).,<start>Out of Memory: Killed process 25231 (httpd).</end>
"smartd startup succeeded; IP: routing cache hash table of 512 buckets, 4Kbytes; TCP: Hash tables configured (established 8192 bind 16384); Initializing IPsec netlink socket; NET: Registered protocol family 1",<start>normal</end>
Out of Memory: Killed process 26398 (httpd).; Out of Memory: Killed process 26399 (httpd).; Out of Memory: Killed process 26400 (httpd).; Out of Memory: Killed process 26401 (httpd).; Out of Memory: Killed process 26409 (httpd).,<start>Out of Memory: Killed process 26398 (httpd).</end>
Out of Memory: Killed process 32248 (python).; Out of Memory: Killed process 32256 (httpd).; Out of Memory: Killed process 32257 (httpd).; Out of Memory: Killed process 32258 (httpd).; Out of Memory: Killed process 32259 (httpd).,<start>Out of Memory: Killed process 32248 (python).</end>
Out of Memory: Killed process 10404 (python).; Out of Memory: Killed process 10410 (python).; Out of Memory: Killed process 10416 (python).; Out of Memory: Killed process 10441 (python).; Out of Memory: Killed process 10456 (python).,<start>Out of Memory: Killed process 10404 (python).</end>
Out of Memory: Killed process 10470 (python).; Out of Memory: Killed process 10486 (python).; Out of Memory: Killed process 10504 (python).; Out of Memory: Killed process 10191 (sendmail).; Out of Memory: Killed process 10518 (python).,<start>Out of Memory: Killed process 10470 (python).; Out of Memory: Killed process 10191 (sendmail).</end>
[<02106159>] dump_stack+0x11/0x13; [<0212ebf3>] __alloc_pages+0x274/0x281; [<0212c5b2>] page_cache_read+0x2a/0x7a; [<02129a6c>] do_acct_process+0x283/0x297; [<02221a76>] input_unregister_device+0xd/0xc1,<start>normal</end>
Out of Memory: Killed process 26468 (python).; Out of Memory: Killed process 26500 (httpd).; Out of Memory: Killed process 26505 (httpd).; Out of Memory: Killed process 26506 (httpd).; Out of Memory: Killed process 26507 (httpd).,<start>Out of Memory: Killed process 26468 (python).</end>
Out of Memory: Killed process 22157 (httpd).; Out of Memory: Killed process 22259 (httpd).; Out of Memory: Killed process 22260 (httpd).; Out of Memory: Killed process 22269 (httpd).; Out of Memory: Killed process 22270 (httpd).,<start>Out of Memory: Killed process 22157 (httpd).</end>
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=80.96.171.173 user=test; check pass; user unknown; check pass; user unknown; check pass; user unknown; check pass; user unknown,<start>authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=80.96.171.173 user=test; check pass; user unknown</end>
Out of Memory: Killed process 5417 (httpd).; Out of Memory: Killed process 5418 (httpd).; Out of Memory: Killed process 5419 (httpd).; Out of Memory: Killed process 5424 (httpd).; Out of Memory: Killed process 5425 (httpd).,<start>Out of Memory: Killed process 5417 (httpd).</end>
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.179.61.130 user=root; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.179.61.130 user=root; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.179.61.130 user=root; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.179.61.130 user=root; authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.179.61.130 user=root,<start>authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.179.61.130 user=root</end>
connection from 61.81.120.158 () at Sat Oct 1 06:24:45 2005; connection from 61.81.120.158 () at Sat Oct 1 06:24:45 2005; connection from 61.81.120.158 () at Sat Oct 1 06:24:45 2005; connection from 61.81.120.158 () at Sat Oct 1 06:24:45 2005; check pass; user unknown,<start>check pass; user unknown</end>
Out of Memory: Killed process 21415 (httpd).; Out of Memory: Killed process 21416 (httpd).; Out of Memory: Killed process 21417 (httpd).; Out of Memory: Killed process 21418 (httpd).; Out of Memory: Killed process 21419 (httpd).,<start>Out of Memory: Killed process 21415 (httpd).</end>
ide: Assuming 33MHz system bus speed for PIO modes; override with idebus=xx; ICH: IDE controller at PCI slot 0000:00:1f.1; ICH: chipset revision 2; Home page is http://smartmontools.sourceforge.net/; Opened configuration file /etc/smartd.conf,<start>normal</end>
connection from 69.15.163.251 (mail2.systemsevolution.com) at Wed Sep 7 10:57:37 2005; connection from 69.15.163.251 (mail2.systemsevolution.com) at Wed Sep 7 10:57:37 2005; connection from 69.15.163.251 (mail2.systemsevolution.com) at Wed Sep 7 10:57:37 2005; connection from 69.15.163.251 (mail2.systemsevolution.com) at Wed Sep 7 10:57:37 2005; session opened for user cyrus by (uid=0),<start>normal</end>
